,Address,Neighborhood,Bed Rooms,Full Baths,Half Baths,Style,Year Built,Lot Size,Original Price,Last Price,Sold Price,Sold Date,Days on Market,Property Marketing Period
44,Tee Ar Pl,LIttlebrook,4,4,0,Ranch,60,0.24,"$650,000","$635,000","$620,000",11/18/15,23,23
83,Gallup Rd,Battlefield Area,4,2,1,Colonial,43,2,"$675,000","$675,000","$625,000",2/20/15,14,14
60,Woodland Dr,Princeton Ridge,3,2,1,Split,63,0.7,"$599,000","$599,000","$629,000",12/4/15,9,9
21,Trewbridge Ct,Fieldwood Manors,3,3,1,Colonial,15,0.07,"$640,000","$640,000","$630,000",7/27/15,8,15
14,Wilton St,Riverside,3,2,0,Twin,105,0.08,"$625,000","$625,000","$630,000",10/15/15,9,9
29,Sergeant St,Riverside,3,2,1,Contemp,30,0.05,"$710,000","$695,000","$635,000",2/13/15,163,163
38,Maidenhead Rd,Fieldwood Manors,3,3,1,Townhome,14,0.07,"$639,000","$639,000","$639,000",2/13/15,4,4
34,Gordon Way,Queenston Common,3,3,1,Traditional,42,0.16,"$596,000","$596,000","$640,000",5/19/15,8,8
276,Western Way,Riverside,3,1,1,Colonial,68,0.25,"$625,000","$625,000","$640,000",9/22/15,7,7
30,Constitution Hi W,Western Section,2,2,1,Twin,34,0.78,"$700,000","$675,000","$645,000",8/31/15,138,138
117-119,Spruce St,Princeton Center,4,2,1,Duplex,84,0.1,"$699,000","$675,000","$650,000",2/5/15,110,110
80,Rollingmead St.,Littlebrook,3,2,0,Cape,64,0.51,"$718,000","$675,000","$650,000",8/31/15,68,68
67,Wiggins St,Princeton Center,3,1,1,Twin,90,0.21,"$629,000","$629,000","$651,000",6/29/15,9,9
107,Grover Ave,Littlebrook,3,2,0,Traditional,57,0.33,"$649,000","$649,000","$655,000",8/12/15,11,11
214,Valley Rd,Town & Country,3,2,1,Colonial,55,0.31,"$640,000","$640,000","$660,000",7/8/15,2,2
21,Pine St,Princeton Center,2,2,1,Colonial,NA,0.05,"$660,000","$660,000","$660,000",11/20/15,5,5
32,Constitution Hi W,Western Section,2,2,1,Twin,35,0.78,"$750,000","$675,000","$660,000",12/2/15,64,64
41,Maidenhead Rd,Fieldwood Manors,3,3,1,End Unit,14,0.14,"$649,900","$649,900","$660,500",2/4/15,9,9
105,Shadybrook Ln,Littlebrook,4,1,3,Other,61,0.42,"$670,000","$680,000","$665,000",11/6/15,9,9
110,Autumn Hill Ln,Littlebrook,4,2,2,Colonial,35,1.74,"$749,900","$724,900","$670,000",3/31/15,113,113
41,Chestnut St,Princeton Center,4,2,0,Twin,115,0.34,"$682,500","$682,500","$670,000",12/21/15,15,47
19,Ridgeview Rd,Princeton Ridge,3,2,1,Contemp,43,2,"$696,486","$676,298","$676,298",5/4/15,455,455
6,Stanley Ave,Littlebrook,5,3,0,Cape,58,0.21,"$700,000","$700,000","$680,000",1/28/15,13,13
32,Bank St,Princeton Center,2,3,0,Colonial,145,0.06,"$675,000","$675,000","$680,000",3/30/15,10,10
27,Linden Ln,Princeton Center,4,2,1,Colonial,85,0.1,"$610,000","$610,000","$680,000",7/22/15,7,7
7,Wilkinson Way,Washington Oaks,4,2,1,Colonial,22,0.09,"$659,000","$659,000","$683,000",7/2/15,9,9
18,Lytle St,Town & Country,3,2,1,Twin,8,0.17,"$675,000","$675,000","$685,000",3/27/15,8,8
536,Mercer Rd,Battlefield Area,4,2,1,Contemp,32,0.4,"$688,000","$688,000","$690,000",6/29/15,5,5
34,Jefferson Rd,Princeton Center,5,2,0,Twin,102,0.1,"$735,000","$698,000","$692,000",5/20/15,21,21
323-325,Nassau St,Riverside,3,2,0,Colonial,125,0.27,"$695,000","$695,000","$695,000",12/23/15,19,19
280,Ridgeview Rd,Princeton Ridge,4,4,0,Cape,45,0.72,"$699,000","$699,000","$699,000",7/2/15,14,14
1063,Stuart Rd,Princeton Ridge,3,3,0,Colonial,42,2.05,"$725,000","$725,000","$700,000",2/27/15,26,26
42,Governors Ln,Littlebrook,4,3,1,Townhome,23,0.3,"$749,000","$735,000","$710,000",6/26/15,195,195
191,Snowden Ln,Littlebrook,3,2,1,Ranch,50,0.45,"$710,000","$710,000","$710,000",12/18/15,17,17
269,Snowden Ln,Littlebrook,3,2,0,Ranch,61,0.46,"$675,000","$675,000","$711,000",1/12/15,9,9
18,Marion Rd,Littlebrook,4,3,0,Colonial,60,0.5,"$760,000","$729,000","$717,500",6/19/15,34,34
24,Stonewall Cir,Princeton Ridge,3,2,1,Twin,16,0.26,"$748,000","$748,000","$719,000",1/9/15,37,37
12,Humbert St,Princeton Center,3,1,1,Colonial,95,0.06,"$749,000","$739,000","$722,500",10/5/15,41,41
1041,Princeton Kingston Rd,Riverside,2,1,2,Colonial,85,0.57,"$768,000","$768,000","$734,000",5/11/15,19,19
973,Mercer Rd,Battlefield Area,4,2,1,Colonial,56,1.03,"$695,000","$695,000","$735,000",5/14/15,173,244
56,Governors Ln,Littlebrook,3,3,1,End Unit,24,0.3,"$760,000","$760,000","$740,000",4/23/15,110,110
89,Terhune Rd,Town & Country,4,3,1,Colonial,50,0.24,"$725,000","$725,000","$750,000",3/31/15,7,7
15,Turner Ct,Town & Country,4,2,1,Colonial,52,0.28,"$750,000","$750,000","$750,000",7/21/15,15,15
540,Kingston Rd,Littlebrook,4,2,1,Ranch,47,0.66,"$749,000","$749,000","$755,000",6/2/15,6,6
151,Sycamore Rd,Riverside,4,2,1,Ranch,65,0.58,"$799,000","$799,000","$755,000",8/19/15,13,13
60,Murray Pl,Riverside,4,3,0,Colonial,95,0.14,"$789,000","$799,000","$760,000",7/21/15,62,62
459,Walnut Ln,Town & Country,3,2,0,Ranch,56,0.36,"$699,000","$699,000","$768,000",5/29/15,10,10
1038,Princeton Kingston Rd,Littlebrook,5,2,1,Colonial,43,0.75,"$799,000","$799,000","$775,000",7/10/15,35,35
12,Governors Ln,Littlebrook,4,3,1,Colonial,18,0.3,"$789,000","$774,000","$776,000",9/21/15,85,85
209,Shadybrook Ln,Littlebrook,4,2,1,Colonial,56,0.77,"$820,000","$799,000","$778,000",12/21/15,147,147
19,Constitution Hi W,Western Section,2,2,1,Colonial,34,0.78,"$799,000","$799,000","$780,000",7/15/15,113,113
43,Beech Hill Cir,Littlebrook,4,3,1,Colonial,46,2.11,"$995,000","$810,000","$785,000",3/5/15,212,212
360,Herrontown Rd,Littlebrook,3,2,1,Ranch,64,0.42,"$799,000","$799,000","$785,000",4/29/15,18,18
315,Nassau St,Princeton Center,4,3,1,Colonial,88,0.16,"$800,000","$800,000","$789,000",6/29/15,1,1
67,Woodland Dr,Princeton Ridge,5,4,0,Colonial,59,0.34,"$779,000","$779,000","$790,000",7/10/15,9,9
89,Jefferson Rd,Princeton Center,3,2,0,Traditional,91,0.17,"$799,000","$799,000","$790,500",3/30/15,6,6
384,Ewing St,Town & Country,4,2,1,Colonial,N/A,0.25,"$780,000","$780,000","$792,000",8/19/15,14,14
38,Dodds Ln,Littlebrook,4,3,0,Traditional,54,0.98,"$869,000","$799,800","$795,000",9/11/15,73,73
247,Valley Rd,Town & Country,4,3,1,Cape,55,0.25,"$795,000","$795,000","$796,000",7/3/15,34,34
81,Mountain Ave,Western Section,3,3,1,Victorian,110,0.64,"$825,000","$825,000","$800,000",6/19/15,7,7
15,Woodside Ln,Riverside,4,2,1,Colonial,55,0.53,"$739,000","$739,000","$801,000",6/8/15,8,8
173,Hickory Ct,Town & Country,4,2,1,Cape,60,0.29,"$749,000","$749,000","$815,000",6/17/15,10,10
10,Governors Ln,Littlebrook,4,3,1,End Unit,19,0.3,"$879,000","$879,000","$820,000",9/21/15,42,42
130,Stockton St,Institute Area,3,2,0,Colonial,250,0.48,"$899,000","$869,000","$825,000",2/3/15,71,71
4563,Province Line Rd,Rosedale Area,4,3,1,Colonial,65,1.18,"$900,000","$900,000","$830,000",6/8/15,14,14
279,Ewing St,Town & Country,6,3,0,Ranch,66,0.26,"$695,000","$695,000","$838,000",1/30/15,6,6
472,Stockton St,Hun Area,3,4,1,Ranch,56,4.62,"$1,395,000","$999,900","$850,000",4/9/15,1188,1829
106,Crestview Dr,Princeton Ridge,4,2,2,Colonial,53,1.7,"$800,000","$800,000","$850,000",4/17/15,13,13
47,Maple St,Princeton Center,3,2,0,Colonial,85,0.12,"$925,000","$925,000","$850,000",8/27/15,23,23
387,Gallup Rd,Battlefield Area,4,2,1,Colonial,49,2,"$925,000","$895,000","$850,000",11/6/15,166,166
39,Rollingmead St.,Littlebrook,4,3,1,Colonial,74,0.83,"$900,000","$900,000","$853,500",7/10/15,26,26
529,Prospect Ave,Riverside,4,2,2,Colonial,53,0.69,"$849,000","$849,000","$860,000",10/30/15,9,9
23,Heather Ln,Pretty Brook Area,4,4,0,Contemp,36,1.38,"$899,000","$875,000","$860,000",11/16/15,109,109
95,Linwood Cir,Littlebrook,5,2,1,Colonial,46,0.51,"$925,000","$865,000","$865,000",9/9/15,59,59
22,Winant Rd,Hun Area,3,3,1,Contemp,59,1.78,"$889,000","$889,000","$865,625",12/23/15,249,249
121,Moore St,Princeton Center,5,3,1,Split,57,0.22,"$899,000","$879,000","$875,000",1/5/15,168,168
108,Dogwood Hill,Littlebrook,5,4,0,Colonial,34,1.21,"$850,000","$850,000","$880,000",2/13/15,20,20
161,Laurel Rd,Town & Country,4,2,1,Colonial,48,0.28,"$849,000","$849,000","$900,000",8/31/15,7,7
65,Woodside Ln,Riverside,4,3,0,Other,55,0.63,"$835,000","$835,000","$905,000",7/31/15,6,6
65,Dorann Ave,Littlebrook,4,3,0,Colonial,61,0.24,"$950,000","$915,000","$915,000",7/30/15,7,7
46,Florence Ln,Western Section,4,4,1,Contemp,31,0.61,"$999,000","$999,000","$918,888",8/6/15,6,161
194,Clover Ln,Littlebrook,5,3,0,Split,59,0.58,"$925,000","$925,000","$920,000",8/17/15,14,14
52,Mason Dr,Riverside,4,2,1,Colonial,55,0.53,"$920,000","$920,000","$923,500",11/19/15,6,6
217,Stockton St,Western Section,3,2,1,Colonial,34,1.3,"$1,095,000","$999,999","$927,000",11/10/15,89,89
77,Westerly Rd,Western Section,5,3,0,Split,56,0.55,"$925,000","$925,000","$930,000",1/5/15,8,8
8,Robert Rd,Riverside,4,2,1,Traditional,11,0.21,"$875,000","$875,000","$930,500",7/31/15,7,7
244,Dodds Ln,Littlebrook,4,3,1,Colonial,52,0.76,"$999,000","$999,000","$931,595",12/21/15,54,54
9,Greenview Ave,Princeton Center,2,2,1,Victorian,0,NA,"$950,000","$950,000","$940,000",3/13/15,206,518
940,Kingston Rd,Littlebrook,6,4,2,Colonial,223,1.51,"$1,150,000","$999,000","$940,000",12/15/15,181,181
95,Mason Dr,Riverside,4,3,0,Split,56,0.52,"$899,000","$899,000","$946,000",4/30/15,21,21
5,Cleveland Ln,Western Section,3,3,0,Colonial,85,0.12,"$924,900","$924,900","$950,000",9/30/15,4,4
9,Lytle St,Princeton Center,4,3,1,Contemp,1,0.08,"$1,150,000","$999,000","$950,000",12/15/15,134,134
57,Finley Rd,Pretty Brook Area,5,3,0,Colonial,51,2.41,"$1,100,000","$985,000","$952,500",11/13/15,95,95
100,Dogwood Hill,Littlebrook,4,3,1,Colonial,31,0.91,"$975,000","$975,000","$960,000",5/15/15,37,37
44,Scott Ln,Riverside,4,3,1,Colonial,57,0.23,"$799,000","$799,000","$960,000",7/22/15,14,14
137,Philip Dr,Riverside,4,2,1,Colonial,48,0.5,"$975,000","$975,000","$962,500",6/18/15,17,17
11,Greenview Ave,Princeton Center,2,2,1,Condo,0,NA,"$975,000","$975,000","$966,000",1/5/15,106,418
43,Linden Ln,Princeton Center,4,2,2,Traditional,105,0.12,"$969,000","$969,000","$985,000",6/26/15,8,8
29,Chestnut St,Princeton Center,3,1,1,Colonial,185,0.16,"$899,000","$899,000","$985,000",7/27/15,12,12
99,Fleming Way,Washington Oaks,5,3,1,Colonial,22,0.24,"$1,100,000","$999,999","$990,000",11/10/15,101,101
259,Shadybrook Ln,Littlebrook,4,3,1,Split,55,0.75,"$995,000","$995,000","$995,000",4/29/15,1,1
121,Bertrand Dr,Littlebrook,4,2,1,Traditional,42,0.78,"$1,098,000","$998,000","$998,000",11/6/15,71,71
384,Mt Lucas Rd,Littlebrook,4,3,0,Traditional,225,3.21,"$1,050,000","$1,050,000","$999,000",8/12/15,34,34
227,Ridgeview Rd,Princeton Ridge,3,2,1,Contemp,21,4.39,"$1,050,000","$1,050,000","$999,950",10/22/15,12,12
81,Pretty Brook Rd,PrettyBrook Area,4,3,1,Cape,68,0.92,"$1,195,000","$1,050,000","$999,999",9/28/15,169,169
35,Governors Ln,Littlebrook,4,3,1,Colonial,17,0.3,"$1,098,000","$1,028,000","$1,009,000",10/7/15,116,116
49,Dogwood Hill,Littlebrook,4,2,1,Colonial,32,0.86,"$1,150,000","$1,085,000","$1,010,000",7/28/15,75,75
88,Dogwood Hill,Littlebrook,4,3,1,Colonial,32,0.78,"$1,085,000","$1,060,000","$1,010,000",12/18/15,66,140
284,Mercer Rd,Institute Area,5,3,1,Contemp,86,0.69,"$1,150,000","$1,050,000","$1,045,000",8/22/15,82,82
49,Lovers Ln,Hun Area,5,3,0,Contemp,65,1.89,"$1,190,000","$1,049,900","$1,049,900",6/30/15,78,78
23,Armour Rd,Western Section,5,4,2,Contemp,73,0.63,"$1,349,000","$1,050,000","$1,050,000",5/23/15,220,220
55,Woodside Ln,Riverside,4,3,0,Contemp,50,0.58,"$985,900","$985,900","$1,055,000",8/17/15,175,175
199,Hale Dr,Battlefield Area,5,3,1,Colonial,29,0.72,"$1,100,000","$1,100,000","$1,060,000",7/8/15,6,6
56,Princeton Ave,Riverside,3,2,1,Colonial,85,0.25,"$1,100,000","$1,100,000","$1,060,000",7/21/15,18,18
52,Warren Ct,Washington Oaks,4,3,1,Colonial,21,0.29,"$1,098,000","$1,098,000","$1,080,000",7/14/15,22,22
53,Worth Mill Ln,Battlefield Area,5,4,1,Colonial,27,0.85,"$1,430,000","$1,169,000","$1,080,000",9/30/15,150,150
65,Governors Ln,Littlebrook,6,3,2,Colonial,25,0.3,"$1,350,000","$1,350,000","$1,090,000",6/22/15,274,274
164,Moore St,Princeton Center,4,2,2,Colonial,77,0.19,"$999,000","$999,000","$1,100,000",5/15/15,4,4
12,Tyson Ln,Littlebrook,4,3,2,Colonial,25,1.6,"$1,250,000","$1,175,000","$1,100,000",12/23/15,78,78
366,Gallup Rd,Battlefield Area,6,3,2,Colonial,47,2.11,"$1,195,000","$1,195,000","$1,147,500",5/15/15,21,21
6,Andrews Ln,Princeton Ridge,5,4,0,Contemp,28,0.6,"$1,175,000","$1,175,000","$1,150,000",7/31/15,18,18
276,Mount Lucas Rd,Town & Country,4,3,1,Colonial,0,0.33,"$1,199,000","$1,199,000","$1,160,000",1/14/15,1,1
32,Baker Ct,Littlebrook,4,2,1,Traditional,50,0.85,"$1,100,000","$1,100,000","$1,160,000",8/3/15,7,7
275,Mount Lucas Rd,Town & Country,4,3,1,Colonial,0,NA,"$1,219,000","$1,219,000","$1,175,000",3/18/15,35,35
446,Nassau St,Littlebrook,5,4,1,Colonial,NA,0.31,"$1,339,000","$1,299,000","$1,200,000",2/17/15,84,84
146,Philip Dr,Riverside,5,2,1,Colonial,47,0.49,"$999,000","$999,000","$1,200,000",5/22/15,8,8
259,Mount Lucas Rd,Town & Country,4,3,1,Colonial,N/A,0.45,"$1,229,000","$1,229,000","$1,220,000",7/10/15,21,21
269,Wendover Dr,Rosedale Area,4,3,1,Contemp,40,2,"$1,225,000","$1,225,000","$1,225,000",9/12/15,13,13
34,Edgehill St,Institute Area,5,3,2,Colonial,110,0.15,"$1,295,000","$1,295,000","$1,225,000",10/1/15,41,41
752,Prospect Ave,Carnegie Lake Area,4,6,0,Colonial,7,0.46,"$1,450,000","$1,450,000","$1,248,079",5/19/15,62,62
580,Prospect Ave,Carnegie Lake Area,4,4,1,Colonial,49,0.66,"$1,595,000","$1,278,000","$1,250,000",2/3/15,155,155
80,Randall Rd,Littlebrook,5,4,0,Colonial,10,0.74,"$1,250,000","$1,250,000","$1,250,000",5/15/15,17,17
155,Hamilton Ave,Princeton Center,5,5,0,Colonial,NA,0.14,"$1,289,000","$1,289,000","$1,250,000",7/2/15,166,166
11,Newlin Rd,Institute Area,3,2,1,Ranch,87,0.46,"$1,345,000","$1,345,000","$1,250,000",7/28/15,57,57
80,Snowden Ln,Littlebrook,4,4,1,Colonial,0,0.28,"$1,259,000","$1,259,000","$1,259,000",11/6/15,1,1
422,Wendover Dr,Rosedale Area,5,3,1,Colonial,31,2.49,"$1,548,000","$1,295,000","$1,275,000",3/27/15,330,330
273,Ewing St,Town & Country,4,4,0,Colonial,NA,0.25,"$1,295,000","$1,295,000","$1,295,000",9/11/15,1,1
539,Princeton Kingston Rd,Carnegie Lake Area,5,3,1,Colonial,66,2.63,"$1,299,000","$1,299,000","$1,299,000",6/24/15,35,35
179,Longview Dr,Carnegie Lake Area,4,3,1,Contemp,59,0.48,"$1,149,000","$1,195,000","$1,310,000",4/23/15,5,5
124,Hunt Dr,PrettyBrook Area,5,3,1,Colonial,NA,2.96,"$1,625,000","$1,395,000","$1,325,000",10/16/15,209,209
656,Cherry Hill Rd,Princeton Ridge,5,3,2,Colonial,15,1.14,"$1,395,000","$1,395,000","$1,337,500",5/14/15,12,12
61,Rosedale Ln,Rosedale Area,4,4,0,Traditional,55,1.72,"$1,275,000","$1,275,000","$1,350,000",6/29/15,5,5
9,Harriet Dr,Littlebrook,5,3,1,Colonial,2,0.26,"$1,395,000","$1,360,000","$1,350,000",9/21/15,31,31
150,Brooks Bend,PrettyBrook Area,4,3,1,Contemp,29,3.78,"$1,795,000","$1,595,000","$1,362,500",4/15/15,25,25
165,Arreton Rd,Princeton Ridge,6,3,2,Colonial,47,2.11,"$1,195,000","$1,195,000","$1,370,000",1/21/15,21,21
17,Rosedale Ln,Rosedale Area,4,4,1,Contemp,65,0.95,"$1,399,000","$1,399,000","$1,379,000",9/28/15,40,40
75,Ettl Cir,Ettl Farm,4,3,1,Colonial,19,0.53,"$1,420,000","$1,420,000","$1,385,000",11/13/15,17,17
79,Ettl Cir,Ettl Farm,4,3,1,Colonial,16,0.51,"$1,395,000","$1,395,000","$1,396,000",6/22/15,7,7
56,Edgerstoune Rd,Hun Area,5,4,1,Colonial,88,1.36,"$1,650,000","$1,398,000","$1,398,000",11/5/15,147,147
19,Maple St,Princeton Center,4,2,2,Colonial,98,0.18,"$1,275,000","$1,275,000","$1,399,000",8/31/15,22,22
1,Orchard Cir,Western Section,5,5,0,Contemp,76,0.58,"$1,100,000","$1,100,000","$1,400,000",6/10/15,4,4
753,Prospect Ave,Carnegie Lake Area,5,3,1,Colonial,36,0.5,"$1,580,000","$1,525,000","$1,400,000",11/23/15,248,248
92,Edgerstoune Rd,Hun Area,5,4,1,Colonial,59,1.63,"$1,875,000","$1,499,000","$1,420,000",5/15/15,153,153
51,Clarke Ct,Hun Area,3,3,3,Other,28,0.58,"$1,395,000","$1,395,000","$1,420,000",7/14/15,78,78
210,Elm St,Western Section,4,3,1,Colonial,64,0.74,"$1,595,000","$1,495,000","$1,425,000",4/7/15,147,147
122,Christopher Dr,Ettl Farm,4,3,1,Colonial,20,0.71,"$1,448,000","$1,448,000","$1,450,000",2/26/15,15,15
85,Greenway Ter,Rosedale Area,5,3,1,Colonial,45,2.01,"$1,400,000","$1,400,000","$1,460,000",8/4/15,7,7
508,Christopher Dr,Ettl Farm,5,3,1,Colonial,18,0.57,"$1,499,000","$1,499,000","$1,475,000",6/30/15,49,49
365,Christopher Dr,Ettl Farm,4,3,1,Colonial,17,0.5,"$1,488,888","$1,488,888","$1,488,888",6/18/15,15,15
42,Cleveland Ln,Western Section,6,3,2,Colonial,194,0.51,"$1,850,000","$1,695,000","$1,500,000",4/14/15,207,207
131,Bertrand Dr,Littlebrook,4,4,1,Contemp,4,0.77,"$1,589,000","$1,589,000","$1,500,000",8/14/15,40,259
29,Cleveland Ln,Western Section,7,4,1,Tudor,130,0.56,"$1,850,000","$1,695,000","$1,500,000",8/21/15,124,124
36,Princeton Ave,Carnegie Lake Area,5,3,1,Colonial,88,0.27,"$1,250,000","$1,250,000","$1,515,000",7/28/15,17,17
1,Cleveland Ln,Western Section,4,3,2,Colonial,125,0.38,"$1,375,000","$1,375,000","$1,550,000",6/22/15,7,7
220,Wendover Dr,Rosedale Area,6,4,1,Colonial,50,2.26,"$1,695,000","$1,575,000","$1,550,000",11/13/15,24,179
32,Paul Robeson Pl,Princeton Center,3,3,1,Townhome,0,0.02,"$1,675,000","$1,675,000","$1,580,000",9/2/15,121,121
438,Snowden Ln,Littlebrook,5,4,1,Colonial,0,2.06,"$1,595,000","$1,595,000","$1,595,000",12/29/15,56,67
36,Brearly Rd,Hun Area,4,3,1,Colonial,28,0.78,"$1,598,000","$1,598,000","$1,600,000",4/16/15,13,13
113,Magnolia Ln,Littlebrook,5,5,1,Colonial,N/A,0.48,"$1,599,000","$1,599,000","$1,600,000",9/3/15,102,102
106,Drakes Corner Rd,PrettyBrook Area,5,4,1,Contemp,45,4.88,"$1,725,000","$1,595,000","$1,600,000",10/9/15,89,89
75,Cleveland Ln,Western Section,7,5,1,Normandy,91,1.05,"$2,519,600","$2,000,000","$1,600,000",12/21/15,507,507
223,Snowden Ln,Littlebrook,5,5,1,Colonial,0,0.46,"$1,569,000","$1,569,000","$1,600,000",12/30/15,79,79
224,Moutain Ave,Western Section,7,6,1,Colonial,10,0.92,"$1,625,000","$1,625,000","$1,625,000",12/31/15,229,229
76,Stetson Way,Battlefield Area,6,5,0,Colonial,49,2.04,"$1,695,000","$1,695,000","$1,640,000",7/18/15,14,14
140,Stonecliff Rd,Ettl Farm,5,4,1,Colonial,17,0.61,"$1,688,000","$1,688,000","$1,645,000",8/4/15,14,14
34,Paul Robeson Pl,Palmer Sq,3,3,1,Townhome,0,NA,"$1,695,000","$1,695,000","$1,662,500",12/11/15,1,1
10,Newlin Rd,Institute Area,4,3,1,Traditional,NA,0.46,"$2,200,000","$1,795,000","$1,668,551",9/9/15,121,121
95,Random Rd,Carnegie Lake Area,5,5,1,Colonial,4,0.93,"$1,695,000","$1,695,000","$1,675,000",8/4/15,24,24
51,Adams Dr,Carnegie Lake Area,4,2,0,Contemp,55,0.59,"$1,750,000","$1,750,000","$1,695,000",7/28/15,47,47
34,Brearly Rd,Hun Area,5,5,1,Colonial,26,0.6,"$1,825,000","$1,825,000","$1,700,000",7/1/15,178,178
621,Lake Dr,Riverside,4,3,1,Ranch,60,0.69,"$1,750,000","$1,750,000","$1,700,000",12/28/15,4,4
327,Jefferson Rd,Town & Country,4,3,1,Colonial,7,0.43,"$1,670,000","$1,670,000","$1,750,000",6/16/15,15,15
33,White Oak Dr,Princeton Ridge,4,4,1,Contemp,26,2.47,"$1,850,000","$1,850,000","$1,750,000",12/8/15,26,26
57,Cleveland Ln,Western Section,5,4,1,Dutch,100,0.53,"$1,750,000","$1,750,000","$1,780,000",7/31/15,7,7
117,Mercer St,Institute Area,6,5,2,Traditional,78,0.49,"$2,400,000","$1,995,000","$1,786,291",12/2/15,238,238
15,Haslet Ave,Institute Area,4,4,1,Tudor,86,0.52,"$1,975,000","$1,975,000","$1,800,000",7/23/15,17,17
7,Cleveland Ln,Western Section,5,4,1,Colonial,115,0.56,"$1,895,000","$1,895,000","$1,815,000",8/7/15,9,9
22,Brearly Rd,Hun Area,4,5,2,Colonial,75,0.79,"$1,825,000","$1,825,000","$1,825,000",6/5/15,119,119
61,Fitch Way,Princeton Ridge,6,5,1,Colonial,24,1.01,"$2,280,000","$1,780,000","$1,830,000",1/21/15,91,271
4571,Province Line Rd,Rosedale Area,4,5,1,Colonial,6,0.85,"$2,100,000","$2,100,000","$1,895,000",9/10/15,122,122
225,Arreton Rd,Princeton Ridge,5,5,2,Colonial,24,1,"$2,100,000","$1,999,000","$1,925,000",8/31/15,56,56
36,Paul Robeson Pl,Palmer Sq,3,3,1,Colonial,N/A,N/A,"$2,000,000","$2,000,000","$1,930,000",7/30/15,85,85
101,Adams Dr,Carnegie Lake Area,5,6,1,Colonial,0,0.7,"$1,999,000","$1,999,000","$1,999,000",12/14/15,2,2
686,Prospect Ave,Carnegie Lake Area,5,5,1,Colonial,NA,0.43,"$1,999,000","$1,999,000","$1,999,000",12/4/15,183,183
232,Russell Rd,Hun Area,5,5,1,Colonial,0,0.69,"$1,999,000","$1,999,000","$2,013,000",9/30/15,14,14
369,Riverside Dr,Carnegie Lake Area,5,3,0,Contemp,45,0.88,"$2,200,000","$2,200,000","$2,050,000",6/15/15,44,44
81,Chambers St,Palmer Sq,3,3,1,Townhome,4,NA,"$1,995,000","$1,995,000","$2,176,000",7/1/15,10,10
19,Greenhouse Dr,Battlefield Area,4,3,2,Other,135,1.54,"$2,475,000","$2,475,000","$2,237,500",7/1/15,71,71
34,Allison Rd,Western Section,5,4,0,Contemp,8,0.72,"$2,400,000","$2,400,000","$2,400,000",2/13/15,1,1
159,Library Pl,Western Section,7,5,2,Traditional,108,0.53,"$3,300,000","$3,300,000","$2,600,000",6/25/15,622,622
161,Hodge Rd,Western Section,6,6,1,Colonial,88,1.11,"$3,250,000","$2,950,000","$2,674,000",8/3/15,140,140
541,Lake Dr,Carnegie Lake Area,5,5,1,Contemp,59,0.79,"$2,775,000","$2,775,000","$2,736,000",1/23/15,19,19
10,Cleveland Ln,Western Section,4,4,1,Traditional,120,1.07,"$3,500,000","$2,890,000","$2,785,000",3/3/15,153,153
321,Brooks Bend,Pretty Brook Area,6,5,1,Contemp,24,2.27,"$3,900,000","$3,500,000","$2,850,000",8/4/15,224,224
7,Leonard Ct,Pretty Brook Area,4,5,3,Colonial,14,4.04,"$3,250,000","$2,995,000","$2,850,000",9/18/15,158,158
237,Drakes Corner Rd,Pretty Brook Area,6,8,1,Traditional,19,5.22,"$2,985,000","$2,985,000","$2,880,000",7/17/15,18,18
33,Cleveland Ln,Western Section,6,5,1,Colonial,118,0.47,"$3,300,000","$3,300,000","$3,150,000",6/23/15,15,15
130,Hodge Rd,Western Section,5,4,3,Colonial,92,1.51,"$3,495,000","$3,495,000","$3,200,000",6/22/15,116,116
90,Cleveland Ln,Western Section,9,6,1,Colonial,172,1.45,"$3,350,000","$3,350,000","$3,250,000",9/11/15,9,9
102,Lafayette Rd,Western Section,5,4,2,Colonial,94,1.36,"$3,975,000","$3,975,000","$3,400,000",11/11/15,27,27
271,Drakes Corner Rd,Pretty Brook Area,6,7,2,Colonial,18,4.97,"$3,500,000","$3,500,000","$3,500,000",6/21/15,2,2
132,Elm Rd,Western Section,7,5,2,French,86,2.71,"$4,750,000","$4,750,000","$4,325,000",1/9/15,160,160
15,Hodge Rd,Western Section,6,5,2,Colonial,159,1.57,"$4,950,000","$4,950,000","$4,325,000",8/10/15,54,54
31,Billie Ellis Ln,Griggs Farm,1,1,0,Flat,25,0.08,"$155,617","$155,617","$97,331",10/2/14,75,75
616,Ewing St,Town & Country,3,2,0,Ranch,59,0.3,"$210,000","$210,000","$210,000",12/4/14,151,151
113,William Patterson Ct,Griggs Farm,2,1,1,Townhome,23,0.08,"$259,900","$259,900","$255,000",5/22/14,19,19
241,Mount Lucas Rd,Town & Country,3,2,0,Twin,100,0.25,"$375,000","$289,900","$270,000",12/15/14,625,912
83,William Patterson Ct,Griggs Farm,3,2,1,End Unit,22,0.08,"$288,900","$278,000","$272,000",2/25/14,101,101
